,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
1247,bluejekyll/trust-dns,971140,Cargo,trust-dns,10,bluejekyll,trust-dns,23672950,1,1159,887,38,2352,145,0,13,0,1,1,2,5
1249,myfreeweb/secstr,972723,Cargo,secstr,4,myfreeweb,secstr,13064899,1,1439,31,2,32,1,663,0,552,662,0,1,1
247,sfackler/rust-phf,31245,Cargo,phf,54,sfackler,rust-phf,7479381,6,1727,323,11,646,43,0,0,0,0,0,0,2
1254,sgrif/pq-sys,972866,Cargo,pq-sys,1,sgrif,pq-sys,25499044,1,1127,14,3,37,6,0,0,24,0,1,86,6
1255,tomshen/rust-syndication,972946,Cargo,syndication,1,tomshen,rust-syndication,25504181,0,1127,7,4,26,1,0,0,0,224,0,0,1
1257,rust-embedded/rust-i2cdev,973624,Cargo,i2cdev,21,rust-embedded,rust-i2cdev,33416227,0,1148,69,5,37,13,0,25,0,3,1,283,2
1259,tomaka/rodio,975157,Cargo,rodio,6,tomaka,rodio,22518739,1,1176,209,4,380,32,0,3,46,0,0,0,3
1262,bluss/either,978659,Cargo,either,26,bluss,either,25910630,4,1122,46,3,69,6,0,0,356,1,1,0,6
1263,XMPPwocky/oven,980082,Cargo,oven,3,XMPPwocky,oven,26141335,0,1120,8,1,31,1,9,0,192,244,0,0,1
1269,johannhof/difference.rs,984703,Cargo,difference,17,johannhof,difference.rs,26210346,5,1239,75,6,77,5,0,0,24,0,1,0,4
1274,whitequark/rust-xdg,986624,Cargo,xdg,16,whitequark,rust-xdg,26112688,2,1116,39,6,104,7,0,40,28,26,0,0,1
1275,apoelstra/rust-jsonrpc,988442,Cargo,jsonrpc,1,apoelstra,rust-jsonrpc,11169643,1,1539,30,1,41,3,18,0,1458,15,2,4,3
1279,servo/io-surface-rs,990723,Cargo,io-surface,2,servo,io-surface-rs,20882505,1,2231,5,11,57,2,0,0,4,10,0,0,5
1283,paholg/typenum,993050,Cargo,typenum,27,paholg,typenum,26080317,3,1111,136,6,384,32,0,1,229,3,0,0,5
1284,BurntSushi/walkdir,993776,Cargo,walkdir,126,BurntSushi,walkdir,25988274,7,1119,260,27,146,46,0,0,0,0,3,0,4
1286,fizyk20/generic-array,994362,Cargo,generic-array,61,fizyk20,generic-array,26157369,10,1112,106,6,158,25,0,0,186,1,2,2,1
1288,pyfisch/cbor,995186,Cargo,serde_cbor,13,pyfisch,cbor,25842951,2,1123,60,12,175,32,0,106,4,4,2,6,2
1292,brayniac/ratelimit,998281,Cargo,ratelimit,4,brayniac,ratelimit,26889199,1,1106,7,4,118,4,0,0,270,3,0,0,9
1293,rust-lang-nursery/rustup.rs,998282,Cargo,rust-install,1,rust-lang-nursery,rustup.rs,35063655,0,1110,1804,35,711,514,0,0,0,0,2,1,2
1294,serde-rs/xml,998283,Cargo,serde_xml,8,serde-rs,xml,20225672,0,1240,40,6,59,13,0,161,0,8,3,2,3
1425,sfackler/rust-security-framework,1103308,Cargo,security-framework,12,sfackler,rust-security-framework,24596169,6,1147,26,7,308,13,0,0,0,2,1,0,2
1305,mitchmindtree/daggy,1038309,Cargo,daggy,5,mitchmindtree,daggy,27365229,2,1098,60,2,68,1,0,134,626,0,1,0,2
1310,whatisinternet/Inflector,1040793,Cargo,Inflector,11,whatisinternet,Inflector,25148787,1,1137,33,8,313,21,0,0,0,4,1,0,3
1319,rahulg/treexml-rs,1044694,Cargo,treexml,3,rahulg,treexml-rs,27396407,0,1094,10,3,49,0,231,0,155,1,11,1,8
1321,a8m/pb,1046537,Cargo,pbr,15,a8m,pb,27441622,1,1092,184,4,158,21,0,0,12,0,0,0,3
1322,emu-rs/spc,1046539,Cargo,spc,1,emu-rs,spc,27409572,0,1092,3,1,8,2,0,0,777,388,1,0,1
1323,Yoric/telemetry.rs,1046540,Cargo,telemetry,1,Yoric,telemetry.rs,27149323,0,1100,24,3,116,26,0,0,26,73,0,0,6
1325,BurntSushi/fst,1048272,Cargo,fst,6,BurntSushi,fst,25325174,2,1132,464,9,177,24,0,0,0,0,0,1,2
365,emk/rust-uchardet,31490,Cargo,uchardet,1,emk,rust-uchardet,13576523,0,1422,15,3,94,5,3,2,0,0,1,7,25
1329,schultyy/os_type,1052963,Cargo,os_type,4,schultyy,os_type,27620439,1,1088,12,2,78,4,0,0,458,0,0,0,4
1236,jsgf/rust-xdr,951081,Cargo,xdr-codec,3,jsgf,rust-xdr,25176877,1,1136,9,3,207,20,0,0,20,21,2,0,5
394,erickt/rust-zmq,31552,Cargo,zmq,7,erickt,rust-zmq,291514,1,2492,323,23,375,47,0,0,0,0,1,2,2
1318,maidsafe/safe_client_libs,1044692,Cargo,safe_core,5,maidsafe,safe_client_libs,52677932,1,1309,46,12,286,10,60,88,18,0,1,6,2
482,compass-rs/sass-rs,428704,Cargo,sass-sys,1,compass-rs,sass-rs,16396361,1,1346,27,3,95,7,0,152,413,6,1,0,5
318,serde-rs/serde,31384,Cargo,serde,1652,serde-rs,serde,19299310,36,1792,1551,31,1951,734,0,0,0,0,0,2,3
685,dnaq/sodiumoxide,737224,Cargo,sodiumoxide,41,dnaq,sodiumoxide,6796493,3,1770,318,15,582,82,0,0,0,0,3,4,5
331,stainless-steel/special,31413,Cargo,special,3,stainless-steel,special,15190698,1,1455,3,2,298,2,0,0,922,2,1,0,9
1351,steffengy/schannel-rs,1054359,Cargo,schannel,6,steffengy,schannel-rs,28030382,4,1099,7,10,109,8,0,12,10,0,1,0,4
1355,lettre/lettre,1056639,Cargo,lettre,7,lettre,lettre,27442852,1,1710,249,7,392,61,0,0,0,0,0,0,2
808,servo/string-cache,773063,Cargo,string_cache,21,servo,string-cache,10952386,4,1573,47,22,413,20,16,14,131,1,0,0,3
1359,steveklabnik/ref_slice,1058376,Cargo,ref_slice,7,steveklabnik,ref_slice,27838138,3,1083,13,1,10,2,0,0,525,0,0,275,2
1367,sunjay/turtle,1062461,Cargo,turtle,1,sunjay,turtle,75831671,0,378,187,10,901,20,0,1,6,1,1,24,4
1371,cogciprocate/ocl,1065078,Cargo,ocl,6,cogciprocate,ocl,28687223,1,1075,230,5,867,73,0,11,0,4,0,0,3
1374,Keats/jsonwebtoken,1066595,Cargo,jsonwebtoken,1,Keats,jsonwebtoken,63056880,0,1074,106,2,38,13,0,2,230,0,1,16,6
342,serde-rs/syntex,31438,Cargo,syntex,189,serde-rs,syntex,24068338,8,1406,96,6,269,25,0,61,168,0,1,1,1
1383,nagisa/rust_libloading,1074600,Cargo,libloading,23,nagisa,rust_libloading,28499464,3,1068,244,4,108,15,0,22,0,0,0,0,4
1386,PistonDevelopers/inflate,1077966,Cargo,inflate,4,PistonDevelopers,inflate,28579744,2,1065,16,7,39,12,21,2,1,25,0,0,3
1389,maidsafe/maidsafe_utilities,1081906,Cargo,maidsafe_utilities,21,maidsafe,maidsafe_utilities,28559255,4,1066,13,16,215,1,122,1,98,68,0,0,3
1392,arrayfire/arrayfire-rust,1085020,Cargo,arrayfire,2,arrayfire,arrayfire-rust,22098106,0,1241,291,10,217,97,0,0,2,1,1,0,4
1398,coredump-ch/spaceapi-rs,1085032,Cargo,spaceapi,1,coredump-ch,spaceapi-rs,28808042,0,1061,3,5,258,11,263,287,264,734,1,1,3
1400,brendanzab/approx,1086251,Cargo,approx,52,brendanzab,approx,43807985,7,1060,31,1,60,10,0,0,689,20,0,135,2
1409,hirschenberger/modbus-rs,1091050,Cargo,modbus-test-server,1,hirschenberger,modbus-rs,28823760,0,1072,25,5,170,12,4,0,270,2,2,0,3
1423,SpaceManiac/discord-rs,1103305,Cargo,discord,1,SpaceManiac,discord-rs,29222149,0,1048,213,18,241,49,0,1,0,0,6,2,3
1424,servo/rust-glx,1103307,Cargo,glx,2,servo,rust-glx,12978863,1,1442,3,7,27,2,0,0,297,1,0,0,1
857,gtk-rs/sys,786390,Cargo,glib-sys,64,gtk-rs,sys,25106849,11,1173,18,3,138,7,99,234,533,0,0,0,4
1427,servo/rust-egl,1103310,Cargo,servo-egl,2,servo,rust-egl,11107459,1,1735,3,7,17,0,0,0,11,0,0,0,3
1429,debris/tiny-keccak,1103315,Cargo,tiny-keccak,24,debris,tiny-keccak,29133967,4,1048,84,5,80,6,48,0,140,2,1,0,2
1431,programble/inth-oauth2,1104109,Cargo,inth-oauth2,1,programble,inth-oauth2,29369223,0,1047,24,3,212,7,2,41,0,0,0,0,4
1433,aweinstock314/rust-clipboard,1106061,Cargo,clipboard,6,aweinstock314,rust-clipboard,20846289,0,1292,63,2,113,13,0,0,497,0,2,1,2
1436,servo/rust-freetype,1106071,Cargo,freetype,1,servo,rust-freetype,10985905,1,2176,18,10,47,4,0,0,51,53,0,0,2
1438,servo/ipc-channel,1106077,Cargo,ipc-channel,1,servo,ipc-channel,29095764,0,1205,167,14,516,24,8,8,136,56,0,1,6
1443,fitzgen/inlinable_string,1107137,Cargo,inlinable_string,1,fitzgen,inlinable_string,29148560,0,1044,37,6,50,6,0,0,238,21,1,1,5
1445,alicemaz/rust-base64,1109263,Cargo,base64,147,alicemaz,rust-base64,29284431,7,1042,95,4,134,22,0,0,274,0,17,5,6
1457,autumnai/collenchyma-nn,1113032,Cargo,collenchyma-nn,1,autumnai,collenchyma-nn,29683395,0,1038,17,5,143,8,28,0,85,45,0,0,1
1462,Sean1708/rusty-cheddar,1113039,Cargo,rusty-cheddar,7,Sean1708,rusty-cheddar,27554042,2,1094,199,4,214,21,0,0,122,0,4,0,2
1464,bluss/twoway,1114326,Cargo,twoway,3,bluss,twoway,80578055,1,1213,2,1,15,0,5,0,128,56,0,0,2
1467,AtheMathmo/rusty-machine,1115573,Cargo,rusty-machine,2,AtheMathmo,rusty-machine,29740835,0,1061,776,13,621,64,3,4,3,2,1,1,6
1469,nrc/strings.rs,1119711,Cargo,strings,2,nrc,strings.rs,17765037,1,1299,8,3,30,4,0,0,5,0,1,1,7
1472,hackndev/zinc,1121729,Cargo,volatile_cell,1,hackndev,zinc,9363799,0,1632,1033,26,883,106,6,2,1,2,0,0,3
1473,redox-os/orbtk,1123224,Cargo,orbtk,2,redox-os,orbtk,29902952,0,1031,147,4,216,12,0,0,134,2,0,0,2
1474,untitaker/rust-vobject,1123225,Cargo,vobject,1,untitaker,rust-vobject,13429166,0,1432,13,3,146,6,265,18,526,344,0,1,4
938,frankmcsherry/timely-dataflow,808344,Cargo,timely,1,frankmcsherry,timely-dataflow,13660098,0,1403,790,10,1060,38,0,0,174,0,0,0,3
1381,emk/toyos-rs,1074596,Cargo,alloc_buddy_simple,1,emk,toyos-rs,28885611,1,1078,32,1,10,1,0,0,303,11,105,0,2
368,huonw/unicode_names,31497,Cargo,unicode_names,1,huonw,unicode_names,11483321,1,1513,11,5,115,2,0,0,15,9,0,0,10
1484,knsd/daemonize,1127323,Cargo,daemonize,7,knsd,daemonize,3210975,0,1220,87,5,166,12,0,0,20,0,59,0,3
1485,bluss/rust-ndarray,1127328,Cargo,ndarray,36,bluss,rust-ndarray,11181925,4,1528,484,11,2721,130,0,22,30,3,0,0,3
1493,KyleMayes/clang-sys,1129523,Cargo,clang-sys,12,KyleMayes,clang-sys,30169196,3,1023,19,14,430,42,0,0,0,0,1,0,4
1296,Smithay/wayland-rs,998802,Cargo,wayland-sys,11,Smithay,wayland-rs,66185410,3,1272,80,12,610,19,0,34,1,0,0,0,5
1495,tshlabs/cadence,1130640,Cargo,cadence,1,tshlabs,cadence,30142946,0,1042,19,2,302,41,0,0,470,20,0,4,1
1496,Keats/rust-bcrypt,1131583,Cargo,bcrypt,1,Keats,rust-bcrypt,30103314,1,1025,32,1,22,4,0,0,813,0,0,134,9
1497,ebfull/bellman,1131594,Cargo,tinysnark,1,ebfull,bellman,30219449,0,1021,96,3,144,4,0,0,0,0,0,0,1
1510,multiformats/rust-multihash,1134786,Cargo,multihash,1,multiformats,rust-multihash,42774378,1,1017,31,7,46,2,0,0,0,0,0,0,3
1511,nabijaczleweli/BearLibTerminal-sys.rs,1135812,Cargo,bear-lib-terminal-sys,1,nabijaczleweli,BearLibTerminal-sys.rs,30354271,1,1016,2,2,15,0,0,0,194,0,0,0,4
