,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
1372,rewardStyle/generator-plait,1108430,NPM,generator-plait,3,rewardStyle,generator-plait,28106792,0,1078,3,4,36,1,14,0,14,0,0,0,2
1373,nir0s/distro,1111525,Pypi,distro,1,nir0s,distro,35487415,0,1045,74,12,167,44,0,163,0,42,1,18,7
1374,crccheck/django-object-actions,1111892,Pypi,django-object-actions,1,crccheck,django-object-actions,5802576,0,2181,210,10,155,16,0,0,0,0,0,1,4
474,WoLpH/python-progressbar,66296,Pypi,progressbar2,4,WoLpH,python-progressbar,4908690,0,2424,382,14,585,139,0,406,0,0,0,1,3
1381,poooi/plugin-translator,1120277,NPM,poi-plugin-translator,1,poooi,plugin-translator,29440184,0,1045,0,6,159,2,62,0,0,36,0,0,3
1382,product-definition-center/pdc-client,1120410,Pypi,pdc-client,1,product-definition-center,pdc-client,28841116,0,1059,5,19,549,6,61,133,57,214,3,1,3
1385,googleapis/googleapis,1122997,Pypi,googleapis-common-protos,4,googleapis,googleapis,32424093,1,1295,648,39,1669,45,50,3,101,0,0,0,4
1388,lektor/lektor,1126081,Pypi,Lektor,2,lektor,lektor,28867569,0,1026,3072,20,657,201,0,0,44,0,2,0,3
1390,eoranged/rq-dashboard,1127728,Pypi,rq-dashboard,1,eoranged,rq-dashboard,44098590,0,778,234,4,57,18,0,0,250,0,2,274,2
1391,xeroc/python-graphenelib,1128807,Pypi,graphenelib,1,xeroc,python-graphenelib,23180137,0,1181,57,14,728,15,14,2,2,0,5,1,6
1364,datawire/quark,1092190,NPM,datawire-quark-core,3,datawire,quark,25017584,1,1140,92,19,3012,48,176,118,136,96,1,0,2
1397,django-treebeard/django-treebeard,1135071,Pypi,django-treebeard,1,django-treebeard,django-treebeard,51196129,1,3106,157,7,127,16,0,0,0,0,1,0,1
1398,bear/python-twitter,1135200,Pypi,python-twitter,3,bear,python-twitter,788376,0,2219,1965,27,810,275,0,0,0,0,0,0,1
1399,ivandokov/phockup,1136314,NPM,phockup,1,ivandokov,phockup,29149528,0,1044,67,1,160,21,0,0,897,1,0,0,4
