,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
2376,fommil/matrix-toolkits-java,364785,Maven,com.googlecode.matrix-toolkits-java:mtj,17,fommil,matrix-toolkits-java,3367397,5,2091,318,4,145,59,0,0,0,0,1,1,1
2381,HubSpot/jackson-datatype-protobuf,364836,Maven,com.hubspot.jackson:jackson-datatype-protobuf,1,HubSpot,jackson-datatype-protobuf,6095299,1,1810,42,3,218,10,0,0,993,1,0,5,6
2838,GoogleCloudPlatform/google-cloud-datastore,370396,Maven,com.google.apis:google-api-services-datastore-protobuf,4,GoogleCloudPlatform,google-cloud-datastore,3720549,2,1975,194,16,195,95,0,1,0,0,0,0,2
204,graphaware/neo4j-framework,338116,Maven,com.graphaware.neo4j:common,7,graphaware,neo4j-framework,4617542,1,1909,190,14,1345,59,51,0,23,0,1,10,1
2404,spacecowboy/NoNonsense-FilePicker,365003,Maven,com.nononsenseapps:filepicker,1,spacecowboy,NoNonsense-FilePicker,8939750,0,1655,654,4,326,102,0,1254,0,0,0,0,1
2423,SonarSource/sonar-update-center,365247,Maven,org.codehaus.sonar:sonar-update-center-common,2,SonarSource,sonar-update-center,703277,1,2135,10,16,449,0,202,432,306,535,2,15,2
6645,graphstream/gs-core,416897,Maven,org.graphstream:gs-core,6,graphstream,gs-core,34683,1,3087,277,20,504,193,0,0,0,0,3,1,3
7979,grpc/grpc-java,966165,Maven,io.grpc:grpc-stub,54,grpc,grpc-java,16827424,6,1404,4749,130,3313,1346,0,3,0,1,1,1,5
4885,h2oai/h2o-3,395684,Maven,ai.h2o:h2o-core,14,h2oai,h2o-3,20337473,2,1683,3182,155,37685,0,0,98,25,13,1,0,4
2463,3wks/thundr,365695,Maven,com.threewks.thundr:thundr,21,3wks,thundr,2444319,2,2345,32,10,303,9,38,0,158,78,2,4,9
2470,palominolabs/metrics-guice,365757,Maven,com.palominolabs.metrics:metrics-guice,1,palominolabs,metrics-guice,158289,0,2317,88,5,160,19,0,4,37,0,4,15,5
2485,zanata/zanata-platform,365949,Maven,org.zanata:zanata-common-api,7,zanata,zanata-platform,48710735,1,722,152,30,10818,0,294,323,0,380,2,0,2
7786,haifengl/smile,960932,Maven,com.github.haifengl:smile-core,3,haifengl,smile,13534407,1,1422,3988,12,1179,218,0,1,0,0,0,0,4
2495,easymock/objenesis,366026,Maven,org.objenesis:objenesis-tck,2,easymock,objenesis,4586056,0,1912,279,6,522,25,0,0,4,0,0,12,3
562,hamcrest/JavaHamcrest,342496,Maven,org.hamcrest:hamcrest-integration,58,hamcrest,JavaHamcrest,86981,5,2383,1246,34,544,65,0,0,0,0,8,12,4
6502,haraldk/TwelveMonkeys,415187,Maven,com.twelvemonkeys.imageio:imageio-tiff,7,haraldk,TwelveMonkeys,951782,1,3325,731,12,788,341,0,505,0,0,3,1,5
7823,hawkular/hawkular-agent,963470,Maven,org.hawkular.agent:hawkular-monitor,1,hawkular,hawkular-agent,18195143,0,1291,32,23,1612,3,136,42,71,8,0,1,3
2575,nirhart/ParallaxScroll,367129,Maven,com.github.nirhart:parallaxscroll,1,nirhart,ParallaxScroll,8444731,0,1677,869,2,23,24,0,0,645,0,1,1,2
2579,novoda/image-loader,367189,Maven,com.novoda.imageloader:imageloader-core,1,novoda,image-loader,13368232,1,2623,1025,7,75,18,2,75,13,6,2,1,6
5761,hawkular/hawkular-metrics,406179,Maven,org.rhq.metrics:rhq-metrics-core,2,hawkular,hawkular-metrics,16021162,0,1673,183,19,2622,7,285,260,229,171,1,1,4
3874,hcoles/pitest,382903,Maven,org.pitest:pitest,9,hcoles,pitest,7260309,2,1738,702,23,635,207,0,12,0,1,2,3,2
2601,playframework/play-ebean,367468,Maven,com.typesafe.play:play-ebean_2.11,2,playframework,play-ebean,13609407,0,1413,69,19,200,47,0,22,0,1,0,0,2
3175,HubSpot/Baragon,374156,Maven,com.hubspot:BaragonCore,1,HubSpot,Baragon,6276580,0,1800,93,17,2092,13,18,82,12,12,1,2,3
2620,papertrail/logback-syslog4j,367656,Maven,com.papertrailapp:logback-syslog4j,4,papertrail,logback-syslog4j,11290440,0,1526,37,2,16,6,0,0,184,0,132,0,1
4233,ICT4H/atomfeed,387409,Maven,org.ict4h:atomfeed-server,2,ICT4H,atomfeed,2762252,1,2123,9,21,370,0,0,0,22,0,18,0,11
2625,fcrepo4-labs/fcrepo4-client,367698,Maven,org.fcrepo:fcrepo-client,1,fcrepo4-labs,fcrepo4-client,10412108,0,1574,3,12,94,0,0,204,12,0,0,1,7
2584,igniterealtime/Smack,367252,Maven,org.jxmpp:jxmpp-core,4,igniterealtime,Smack,7747254,0,1710,1837,42,912,0,0,0,0,0,2,2,5
2630,benjamin-bader/droptools,367779,Maven,com.bendb.dropwizard:common,2,benjamin-bader,droptools,12612692,0,1468,75,12,168,24,0,0,0,3,0,0,1
2665,jwtk/jjwt,368331,Maven,io.jsonwebtoken:jjwt,15,jwtk,jjwt,11854349,2,1489,3613,7,414,208,0,1,8,0,0,1,2
2667,alexruiz/fest-reflect,368346,Maven,org.easytesting:fest-reflect,38,alexruiz,fest-reflect,230402,5,2956,113,4,74,5,38,0,884,0,22,0,1
4927,iipc/webarchive-commons,396179,Maven,org.netpreserve.commons:webarchive-commons,6,iipc,webarchive-commons,8009444,1,2032,31,12,118,18,62,36,46,51,1,6,6
2679,caskdata/cdap-packs,368451,Maven,co.cask.cdap:cdap-kafka-flow-compat-0.8,1,caskdata,cdap-packs,12420380,0,1482,8,23,354,0,37,3,74,152,0,0,3
2694,socketio/engine.io-client-java,368578,Maven,com.github.nkzawa:engine.io-client,1,socketio,engine.io-client-java,23605028,0,1998,200,3,109,31,0,0,0,0,2,6,1
2720,dreamhead/moco,368820,Maven,com.github.dreamhead:moco-runner,2,dreamhead,moco,1367535,0,2183,1995,16,2094,91,0,0,0,0,1,3,3
2722,groovy/GMavenPlus,368838,Maven,org.codehaus.gmavenplus:gmavenplus-plugin,1,groovy,GMavenPlus,4011430,1,2596,151,1,735,78,8,0,1836,0,1,98,1
2727,jiaqi/caff,368872,Maven,org.cyclopsgroup:caff,2,jiaqi,caff,697115,1,2664,1,2,28,0,11,0,1456,2,10,98,2
2732,emilsjolander/StickyScrollViewItems,368980,Maven,se.emilsjolander:StickyScrollViewItems,1,emilsjolander,StickyScrollViewItems,98322,0,2327,855,2,11,7,0,0,188,0,5,0,3
2745,easymock/easymock,369218,Maven,org.easymock:easymockclassextension,252,easymock,easymock,4035155,24,1948,512,12,661,229,0,1,0,0,0,1,26
2760,javamelody/javamelody,369490,Maven,net.bull.javamelody:javamelody-core,1,javamelody,javamelody,8772086,0,1207,1614,11,703,239,0,152,0,0,1,7,1
2761,TomasMikula/WellBehavedFX,369500,Maven,org.fxmisc.wellbehaved:wellbehavedfx,2,TomasMikula,WellBehavedFX,12221016,1,1477,19,2,70,1,3,0,289,4,0,1,1
2770,passy/Android-DirectoryChooser,369604,Maven,net.rdrei.android.dirchooser:library,1,passy,Android-DirectoryChooser,2257213,0,2100,489,18,277,49,0,4,0,0,1,1,2
3970,ikasanEIP/ikasan,384147,Maven,org.ikasan:ikasan-uber-spec,11,ikasanEIP,ikasan,5660659,1,1825,15,26,2511,2,276,839,390,785,0,0,3
2778,oasp/oasp4j-ide,369696,Maven,io.oasp.java.ide:oasp4j-ide-eclipse-configurator,1,oasp,oasp4j-ide,13983681,0,1511,16,11,186,71,0,285,0,29,10,3,1
2786,jenkinsci/rebuild-plugin,369762,Maven,com.sonyericsson.hudson.plugins.rebuild:rebuild,2,jenkinsci,rebuild-plugin,421590,0,2857,23,15,90,0,0,0,1,0,51,1,3
2813,sviperll/adt4j,370075,Maven,com.github.sviperll:adt4j-core-jdk6,1,sviperll,adt4j,7322787,0,1734,106,4,415,28,14,0,84,365,1,1,1
2819,di2e/ecdr,370156,Maven,net.di2e.ecdr.libs:cdr-rest-search-commons,1,di2e,ecdr,12477401,0,1475,1,2,211,0,382,0,898,381,0,0,2
2822,jcabi/jcabi-maven-slf4j,370187,Maven,com.jcabi:jcabi-maven-slf4j,12,jcabi,jcabi-maven-slf4j,5327575,0,1862,11,3,194,7,120,0,806,1,0,4,1
2847,wstrange/GoogleAuth,370488,Maven,com.warrenstrange:googleauth,1,wstrange,GoogleAuth,2269068,0,2465,525,3,179,41,0,0,1009,0,0,2,1
4368,immutables/immutables,389370,Maven,org.immutables:generator-processor,1,immutables,immutables,12628086,1,1922,2109,18,1244,557,0,2,0,0,0,0,4
332,Internet2/grouper,339626,Maven,edu.internet2.middleware.grouper:grouper,1,Internet2,grouper,10865823,1,1547,39,37,9701,3,46,116,418,4,1,1,3
2548,ironjacamar/ironjacamar,366803,Maven,org.jboss.ironjacamar:ironjacamar-spec-api,10,ironjacamar,ironjacamar,3884736,2,1961,22,32,375,49,94,189,28,6,0,0,4
4939,italiangrid/voms-api-java,396447,Maven,org.italiangrid:bcmail,1,italiangrid,voms-api-java,1036191,1,2533,5,4,279,8,183,1,384,0,0,18,11
6037,JakeWharton/double-espresso,409752,Maven,com.jakewharton.espresso:espresso,1,JakeWharton,double-espresso,7751569,0,1713,270,3,55,14,0,0,0,0,1,3,5
2947,frankiesardo/LinearListView,371745,Maven,com.github.frankiesardo:linearlistview,1,frankiesardo,LinearListView,1493130,0,2152,579,2,11,6,0,0,390,0,0,0,3
1231,jamesagnew/hapi-fhir,351252,Maven,ca.uhn.hapi.fhir:hapi-fhir-base,14,jamesagnew,hapi-fhir,10475417,3,1569,617,49,3737,494,0,0,6,0,11,1,2
2972,bytedeco/javacpp,372105,Maven,org.bytedeco:javacpp,14,bytedeco,javacpp,9373128,3,1633,2503,13,511,182,0,0,0,1,1,2,6
2530,jamesdbloom/mockserver,366537,Maven,org.mock-server:mockserver-core,3,jamesdbloom,mockserver,3629468,1,2052,1654,28,1729,329,0,178,0,0,2,3,2
2986,thymeleaf/thymeleaf-spring,372243,Maven,org.thymeleaf:thymeleaf-spring4,24,thymeleaf,thymeleaf-spring,6933543,4,2333,206,2,519,112,0,0,1372,0,12,14,2
2992,JFXtras/jfxtras-labs,372322,Maven,org.jfxtras:jfxtras-labs,2,JFXtras,jfxtras-labs,156699,1,2431,151,29,1419,53,18,0,30,0,0,1,1
2808,javalite/activejdbc,370011,Maven,org.javalite:activejdbc,3,javalite,activejdbc,46168,1,1958,635,17,707,564,0,0,0,1,1,2,2
3005,Netflix/EVCache,372485,Maven,com.netflix.evcache:evcache-client,4,Netflix,EVCache,2832870,1,2070,957,16,445,30,0,0,0,0,0,0,1
3017,nguyenq/tess4j,372587,Maven,net.sourceforge.tess4j:tess4j,2,nguyenq,tess4j,9842083,0,1568,524,11,519,98,0,0,0,0,22,6,13
3021,google/allocation-instrumenter,372617,Maven,com.google.code.java-allocation-instrumenter:java-allocation-instrumenter,5,google,allocation-instrumenter,16229443,2,1337,278,9,134,4,507,0,661,14,0,0,3
4371,javers/javers,389398,Maven,org.javers:javers-core,10,javers,javers,7064849,6,1766,399,23,1852,373,0,0,11,2,1,1,3
3036,etsy/AndroidStaggeredGrid,372746,Maven,com.etsy.android.grid:library,4,etsy,AndroidStaggeredGrid,6988998,1,1766,3462,6,78,66,0,0,0,0,2,4,2
6273,jboss/jboss-el-api_spec,412711,Maven,org.jboss.spec.javax.el:jboss-el-api_2.2_spec,8,jboss,jboss-el-api_spec,1298626,3,2647,1,12,96,1,0,0,1,0,0,1,4
1972,jboss-integration/fuse-bxms-integ,360248,Maven,org.kie:kie-camel,2,jboss-integration,fuse-bxms-integ,14393552,0,1388,5,23,640,0,162,5,123,102,0,0,3
3051,TestFX/TestFX,372846,Maven,org.loadui:testFx,5,TestFX,TestFX,9293083,1,1913,485,35,1204,151,0,0,0,0,1,0,2
3068,codeborne/selenide,373041,Maven,com.codeborne:selenide,3,codeborne,selenide,504263,1,2437,788,43,2601,474,0,2,0,1,2,4,3
6539,j-easy/easy-batch,415533,Maven,io.github.benas:easybatch-core,6,j-easy,easy-batch,65589110,1,2250,106,4,72,22,30,0,6,2,4,34,12
247,j-easy/easy-rules,338546,Maven,org.easyrules:easyrules-core,4,j-easy,easy-rules,65192269,1,2040,524,7,158,62,0,0,61,0,4,16,9
3101,mojohaus/aspectj-maven-plugin,373344,Maven,org.codehaus.mojo:aspectj-maven-plugin,1,mojohaus,aspectj-maven-plugin,22132682,0,1184,31,10,82,17,0,0,0,0,25,42,7
3107,loldevs/riotapi,373382,Maven,net.boreeas:riotapi.loginqueue,1,loldevs,riotapi,11158654,0,1640,50,2,304,26,1,0,375,1,0,0,1
1092,JFXtras/jfxtras,349363,Maven,org.jfxtras:jfxtras-controls,3,JFXtras,jfxtras,398533,2,2431,425,10,389,51,0,111,3,0,0,1,2
3113,jOOQ/jOOL,373416,Maven,org.jooq:jool,80,jOOQ,jOOL,8314332,10,1683,1323,13,468,231,2,80,0,2,0,1,3
4549,jgrapht/jgrapht,391569,Maven,org.jgrapht:jgrapht,1,jgrapht,jgrapht,21076,0,2376,1080,35,1036,215,0,10,7,1,3,2,6
3130,ralfstx/minimal-json,373676,Maven,com.eclipsesource.minimal-json:minimal-json,53,ralfstx,minimal-json,2782954,8,2058,557,8,190,48,0,2,0,0,1,3,2
4380,jlgrock/ClosureJavascriptFramework,389472,Maven,com.github.jlgrock.javascript-framework:maven-utils,3,jlgrock,ClosureJavascriptFramework,377208,0,2620,18,4,169,15,5,0,456,0,1,1,2
3082,JoanZapata/android-iconify,373177,Maven,com.joanzapata.android:android-iconify,2,JoanZapata,android-iconify,4055917,1,1946,3420,8,314,120,0,0,0,0,1,0,2
3147,Jasig/ssp-data-importer,373890,Maven,org.jasig.ssp.util.importer:ssp-data-importer-impl,1,Jasig,ssp-data-importer,6196400,0,1805,0,7,221,0,6,0,33,0,0,9,6
3173,opentelecoms-org/jsmpp,374145,Maven,org.jsmpp:jsmpp,1,opentelecoms-org,jsmpp,14790584,1,1373,82,5,220,34,0,0,7,1,1,0,2
3176,OpenHFT/Chronicle-Map,374157,Maven,net.openhft:chronicle-map,2,OpenHFT,Chronicle-Map,10898985,1,1545,1355,24,3974,87,0,0,118,0,0,0,2
6916,jontejj/jargo,420213,Maven,se.softhouse:jargo,3,jontejj,jargo,29255249,0,1051,0,3,200,5,477,0,8,4,0,1,3
4083,jrtom/jung,385498,Maven,net.sf.jung:jung-api,18,jrtom,jung,22222816,4,1194,212,12,271,57,0,117,22,5,0,0,11
1076,jsampson/prevayler,349142,Maven,org.prevayler.extras:prevayler-xstream,3,jsampson,prevayler,627825,1,3636,136,4,18,0,0,0,44,232,0,2,1
3199,Red5/red5-server-common,374493,Maven,org.red5:red5-server-common,1,Red5,red5-server-common,13991973,1,1407,37,6,224,11,0,41,20,1,0,0,6
3202,Red5/red5-server,374524,Maven,org.red5:red5-server,2,Red5,red5-server,6820392,1,1786,1809,6,379,181,2,5,0,0,0,0,4
3222,bazaarvoice/jolt,374755,Maven,com.bazaarvoice.jolt:json-utils,3,bazaarvoice,jolt,4301162,1,2063,636,14,169,263,0,130,2,0,0,0,4
5460,jsonld-java/jsonld-java,402546,Maven,com.github.jsonld-java:jsonld-java,10,jsonld-java,jsonld-java,3607614,2,2492,223,6,415,109,0,6,126,1,1,2,4
911,junkdog/artemis-odb,347064,Maven,net.onedaybeard.artemis:artemis-odb,5,junkdog,artemis-odb,1510380,1,2179,470,14,1544,384,0,25,0,8,0,2,2
3229,addthis/metrics-reporter-config,374809,Maven,com.addthis.metrics:reporter-config,3,addthis,metrics-reporter-config,1491707,1,2163,75,13,137,9,0,0,11,5,6,15,2
142,JWebUnit/jwebunit,336898,Maven,net.sourceforge.jwebunit:jwebunit-htmlunit-plugin,29,JWebUnit,jwebunit,22805269,7,1168,10,15,882,3,0,0,139,20,2,0,4
7245,k3po/k3po,424548,Maven,org.kaazing:k3po.lang,9,k3po,k3po,14851915,2,1653,21,20,901,85,206,4,90,74,0,1,4
4752,k3po/k3po.java,393998,Maven,org.kaazing:robot.junit,2,k3po,k3po.java,14897796,1,1471,0,3,13,0,24,0,32,0,0,1,7
1712,kaazing/java.client,357188,Maven,org.kaazing:net.api,5,kaazing,java.client,20316920,2,1244,20,18,118,10,18,9,0,1,0,10,1
3262,thrau/jarchivelib,375322,Maven,org.rauschig:jarchivelib,12,thrau,jarchivelib,3487827,2,2022,137,3,142,40,0,26,4,0,0,10,6
4072,kaazing/netx,385383,Maven,org.kaazing:net.tcp,2,kaazing,netx,15078952,1,1611,9,8,82,0,182,0,92,18,0,0,7
7229,keenlabs/KeenClient-Java,424369,Maven,io.keen:keen-client-java-core,4,keenlabs,KeenClient-Java,2747895,1,2075,59,11,294,34,5,42,85,0,2,2,7
3276,gpu/JOCL,375528,Maven,org.jocl:jocl,2,gpu,JOCL,2334350,1,2851,73,4,91,10,0,0,439,5,5,4,1
6717,kenglxn/QRGen,417861,Maven,net.glxn.qrgen:core,1,kenglxn,QRGen,1077371,1,2464,929,7,210,56,0,439,10,0,1,0,2
1039,keycloak/keycloak,348657,Maven,org.keycloak:keycloak-model-api,4,keycloak,keycloak,4314311,1,1926,2657,193,6587,0,0,3,0,2,0,0,3
3291,fbiville/liquigraph,375696,Maven,org.liquigraph:liquigraph-core,2,fbiville,liquigraph,12821831,0,1449,55,17,560,66,0,0,2,16,0,1,4
3331,trautonen/coveralls-maven-plugin,376199,Maven,org.eluder.coveralls:coveralls-maven-plugin,3,trautonen,coveralls-maven-plugin,4008862,0,1965,282,8,281,62,0,6,0,0,0,1,3
3334,SeleniumHQ/fluent-selenium,376284,Maven,org.seleniumhq.selenium.fluent:fluent-selenium,3,SeleniumHQ,fluent-selenium,150207,1,2611,121,1,324,5,0,0,2511,0,0,93,3
2252,kiegroup/drools,363505,Maven,org.drools:drools-templates,7,kiegroup,drools,59568028,1,2791,823,56,2032,0,83,149,66,17,1,1,3
3373,caskdata/cdap-ingest,376782,Maven,co.cask.cdap:cdap-file-tailer,1,caskdata,cdap-ingest,11780493,0,1519,5,27,540,0,35,38,27,32,4,0,4
3375,makovkastar/FloatingActionButton,376799,Maven,com.melnykov:floatingactionbutton,2,makovkastar,FloatingActionButton,10957348,0,1541,4339,6,302,104,0,0,0,0,3,2,1
217,kiegroup/droolsjbpm-integration,338250,Maven,org.drools:drools-osgi-integration,3,kiegroup,droolsjbpm-integration,59555300,0,2794,40,62,816,0,48,38,30,177,1,1,3
3396,reinert/JJSchema,377081,Maven,com.github.reinert:jjschema,1,reinert,JJSchema,2382995,0,2108,66,8,149,31,0,3,0,0,1,0,2
660,kiegroup/droolsjbpm-knowledge,343833,Maven,org.kie:kie-internal,3,kiegroup,droolsjbpm-knowledge,59667594,0,2791,17,24,126,0,122,6,8,0,3,2,2
3414,Esri/geometry-api-java,377263,Maven,com.esri.geometry:esri-geometry-api,1,Esri,geometry-api-java,3213453,0,2094,388,14,234,86,0,185,39,0,1,2,2
3426,testpackage/testpackage,377403,Maven,org.testpackage:testpackage,2,testpackage,testpackage,7289711,0,1736,13,2,67,18,64,0,598,2,0,0,2
6537,kiegroup/jbpm,415519,Maven,org.jbpm:jbpm-human-task-core,2,kiegroup,jbpm,59581287,1,2941,260,43,567,0,58,4,57,60,2,0,4
3685,kiegroup/optaplanner,380673,Maven,org.optaplanner:optaplanner-core,1,kiegroup,optaplanner,59572803,1,2795,299,32,668,0,0,43,6,98,1,15,6
6381,killbill/killbill,413945,Maven,com.ning.billing:killbill-osgi-bundles-lib-killbill,1,killbill,killbill,1397723,0,2181,1810,24,4880,768,24,38,7,3,1,2,4
3476,AuthorizeNet/sdk-java,378020,Maven,net.authorize:anet-java-sdk,1,AuthorizeNet,sdk-java,8928630,0,1759,32,20,212,42,1,0,2,0,0,4,10
2290,killbill/killbill-commons,363873,Maven,org.kill-bill.commons:killbill-embeddeddb-mysql,3,killbill,killbill-commons,3736688,0,2018,7,9,705,14,6,6,16,8,1,10,4
3494,saucelabs/ci-sauce,378211,Maven,com.saucelabs:ci-sauce,2,saucelabs,ci-sauce,834331,1,2505,13,8,593,16,36,0,112,13,1,0,1
6111,killbill/killbill-plugin-api,410605,Maven,org.kill-bill.billing.plugin:killbill-plugin-api-notification,3,killbill,killbill-plugin-api,4100630,0,1945,1,4,286,2,0,0,1463,0,0,16,3
3515,spring-projects/spring-retry,378448,Maven,org.springframework.retry:spring-retry,18,spring-projects,spring-retry,4952448,3,2851,749,12,141,48,0,0,0,0,33,8,3
6505,killme2008/Metamorphosis,415228,Maven,com.taobao.metamorphosis:metamorphosis-server,1,killme2008,Metamorphosis,30937,0,2408,982,4,297,66,0,0,30,0,0,2,1
960,konsoletyper/teavm,347723,Maven,org.teavm:teavm-core,1,konsoletyper,teavm,5802363,1,1843,942,23,2055,195,0,0,0,2,1,1,2
3550,Jasig/NotificationPortlet,378878,Maven,org.jasig.portlet.notification:notification-portlet-api,1,Jasig,NotificationPortlet,2255818,0,2402,2,12,325,6,15,152,162,42,1,4,5
3558,smola/galimatias,378911,Maven,io.mola.galimatias:galimatias,2,smola,galimatias,7170817,0,1746,124,5,150,27,0,0,0,4,1,0,2
3580,OpenHFT/Java-Thread-Affinity,379295,Maven,net.openhft:affinity,5,OpenHFT,Java-Thread-Affinity,5544434,2,1847,584,17,597,31,0,0,218,0,0,0,2
3581,dukeboard/kevoree-classloading-framework,379298,Maven,org.kevoree.kcl:org.kevoree.kcl,1,dukeboard,kevoree-classloading-framework,5278355,0,1864,5,4,103,3,0,0,0,0,0,1,1
3615,threerings/getdown,379866,Maven,com.threerings:getdown,2,threerings,getdown,5235141,0,1865,240,8,251,46,0,0,417,0,7,1,1
3674,koush/ion,380557,Maven,com.koushikdutta.ion:ion,7,koush,ion,3814375,0,1968,4698,5,625,559,0,0,0,0,0,0,3
3682,google/gwtmockito,380646,Maven,com.google.gwt.gwtmockito:gwtmockito,13,google,gwtmockito,3751352,1,1983,159,6,131,35,0,0,0,0,4,3,8
3700,j256/ormlite-core,380819,Maven,com.j256.ormlite:ormlite-core,11,j256,ormlite-core,3014825,3,2043,411,4,1702,82,0,0,494,0,0,81,3
3718,jenkinsci/java-client-api,381025,Maven,com.offbytwo.jenkins:jenkins-client,1,jenkinsci,java-client-api,37313181,0,2155,298,5,174,91,0,0,0,0,24,0,1
3721,puniverse/quasar,381053,Maven,co.paralleluniverse:quasar-actors,4,puniverse,quasar,3540281,2,2024,2900,11,3023,192,0,0,3,1,8,1,3
5590,kuali/rice,404015,Maven,org.kuali.rice:rice-impl,10,kuali,rice,15662822,0,1455,19,46,1171,0,42,26,88,36,0,0,2
3730,darcy-framework/darcy-web,381141,Maven,com.redhat.darcy:darcy-web,1,darcy-framework,darcy-web,9055639,0,1656,6,4,137,13,56,36,198,44,0,4,3
2260,l0rdn1kk0n/wicket-webjars,363581,Maven,de.agilecoders.wicket.webjars:wicket-webjars,6,l0rdn1kk0n,wicket-webjars,1950112,0,2103,25,9,216,33,0,330,0,4,1,4,3
3768,Pi4J/pi4j,381668,Maven,com.pi4j:pi4j-core,7,Pi4J,pi4j,731308,1,2224,912,29,841,241,0,76,0,0,2,7,7
3771,jcabi/jcabi-immutable,381703,Maven,com.jcabi:jcabi-immutable,4,jcabi,jcabi-immutable,7699643,2,1714,27,5,130,17,0,15,39,11,0,1,3
3779,rjeschke/txtmark,381774,Maven,com.github.rjeschke:txtmark,15,rjeschke,txtmark,274167,2,2737,386,4,70,21,0,0,0,0,0,0,8
5231,lenskit/lenskit,399898,Maven,org.grouplens.lenskit:lenskit-core,12,lenskit,lenskit,10733838,3,1848,809,37,4293,153,0,0,21,0,1,1,7
3306,libgdx/gdx-pay,375904,Maven,com.badlogicgames.gdxpay:gdx-pay,5,libgdx,gdx-pay,12515316,2,1465,130,13,275,109,4,0,3,2,1,1,1
820,lightblue-platform/lightblue-core,346023,Maven,com.redhat.lightblue:metadata,1,lightblue-platform,lightblue-core,11416169,0,1800,28,13,918,267,620,267,693,8,0,1,4
3824,grouplens/grapht,382326,Maven,org.grouplens.grapht:grapht,2,grouplens,grapht,5431504,2,1846,14,5,295,77,356,24,140,382,1,4,9
3825,vkostyukov/la4j,382331,Maven,org.la4j:la4j,3,vkostyukov,la4j,1884592,1,2122,320,12,589,141,0,0,0,0,0,0,5
863,lightblue-platform/lightblue-rest,346498,Maven,com.redhat.lightblue.rest:auth,2,lightblue-platform,lightblue-rest,11448927,0,1517,8,14,567,69,361,483,508,196,0,0,3
3843,CodeStory/fluent-http,382644,Maven,net.code-story:http,5,CodeStory,fluent-http,8629468,1,1669,194,12,1344,60,1,0,0,0,0,0,4
3501,linkedin/linkedin-utils,378278,Maven,org.linkedin:org.linkedin.util-core,6,linkedin,linkedin-utils,129943,4,2897,94,3,20,10,0,115,123,393,0,2,34
3860,scireum/server-sass,382783,Maven,com.scireum:server-sass,2,scireum,server-sass,8103295,0,1696,12,8,118,2,0,0,68,0,0,0,6
7573,linkedin/zoie,645459,Maven,com.linkedin.zoie:zoie-core,1,linkedin,zoie,300281,0,2518,50,11,50,0,28,0,14,9,0,23,1
6239,m3dev/curly,412293,Maven,com.m3:curly,5,m3dev,curly,1947336,1,2180,33,4,69,1,1040,0,725,0,0,0,1
3883,jurmous/etcd4j,382956,Maven,org.mousio:etcd4j,3,jurmous,etcd4j,11655082,0,1507,244,6,266,88,0,13,14,0,0,1,6
3898,axet/vget,383153,Maven,com.github.axet:vget,1,axet,vget,113456,1,2378,260,1,502,45,0,0,1775,0,0,0,1
3758,mapsforge/mapsforge,381515,Maven,org.mapsforge:mapsforge-core,9,mapsforge,mapsforge,13130781,3,1435,644,26,1374,1394,2,0,2,0,0,1,2
3907,Atmosphere/wasync,383295,Maven,org.atmosphere:wasync,5,Atmosphere,wasync,1392826,1,2383,149,9,405,86,20,279,1,0,0,0,1
4952,mbedward/jaitools,396573,Maven,org.jaitools:jt-all,1,mbedward,jaitools,2267051,0,2095,16,5,119,8,0,0,4,0,6,5,6
4762,meltmedia/cadmium,394165,Maven,com.meltmedia.cadmium:cadmium-war,1,meltmedia,cadmium,4179,0,2360,1,10,816,38,402,172,362,87,0,0,2
3926,WASdev/standards.jsr352.jbatch,383510,Maven,javax.batch:javax.batch-api,15,WASdev,standards.jsr352.jbatch,12331998,3,1478,16,6,130,20,0,0,6,0,0,8,2
8271,mikepenz/Android-Iconics,1127378,Maven,com.mikepenz:iconics-core,2,mikepenz,Android-Iconics,13069452,0,1441,3928,5,720,345,0,0,0,0,1,0,4
4593,MindscapeHQ/raygun4java,392024,Maven,com.mindscapehq:core,4,MindscapeHQ,raygun4java,3219292,0,2075,19,9,312,14,0,0,0,0,0,0,1
3948,timmolter/XChart,383843,Maven,com.xeiam.xchart:xchart,4,timmolter,XChart,101257,1,2640,570,10,819,132,0,0,1,0,1,0,2
4817,mitreid-connect/OpenID-Connect-Java-Spring-Server,394860,Maven,org.mitre:openid-connect-common,3,mitreid-connect,OpenID-Connect-Java-Spring-Server,19560,1,2537,793,73,2349,787,0,0,0,0,0,3,4
3988,polyjdbc/polyjdbc,384367,Maven,org.polyjdbc:polyjdbc,4,polyjdbc,polyjdbc,6939466,1,1767,19,6,131,14,0,189,10,6,2,0,8
7515,modelmapper/modelmapper,639311,Maven,org.modelmapper:modelmapper,18,modelmapper,modelmapper,60254087,2,2910,365,5,160,103,1,162,8,0,0,26,6
3993,HubSpot/Singularity,384441,Maven,com.hubspot:SingularityBase,2,HubSpot,Singularity,6542435,0,1821,733,68,16118,327,13,32,22,4,4,4,3
