,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
6568,qos-ch/logback-contrib,415929,Maven,ch.qos.logback.contrib:logback-json-classic,3,qos-ch,logback-contrib,1925233,0,2126,25,7,82,5,0,10,4,1,9,85,5
6442,qos-ch/logback-extensions,414540,Maven,org.logback-extensions:logback-ext-spring,1,qos-ch,logback-extensions,43603,1,2407,134,5,132,22,0,0,0,2,16,14,3
507,ratpack/ratpack,341813,Maven,io.ratpack:ratpack-session,2,ratpack,ratpack,2288934,0,2087,1609,68,5050,834,0,3,0,1,2,4,2
5573,FasterXML/jackson-module-jsonSchema,403853,Maven,com.fasterxml.jackson.module:jackson-module-jsonSchema,29,FasterXML,jackson-module-jsonSchema,889959,4,2248,203,11,428,60,0,2,1,0,1,2,2
5578,owlike/genson,403901,Maven,com.owlike:genson,10,owlike,genson,2443777,0,2077,173,6,264,66,0,5,50,1,2,0,4
777,reactive-streams/reactive-streams-jvm,345467,Maven,org.reactivestreams:reactive-streams-tck,29,reactive-streams,reactive-streams-jvm,16750977,4,1685,2049,10,261,109,0,0,64,8,10,3,5
5594,rvesse/airline,404070,Maven,com.github.rvesse:airline,1,rvesse,airline,6394090,0,1793,59,2,570,52,0,0,860,1,1,362,4
5607,jamel/dbf,404277,Maven,org.jamel.dbf:dbf-reader,1,jamel,dbf,4946606,1,1894,49,2,25,3,0,42,830,0,4,32,13
2623,ReactiveX/RxNetty,367686,Maven,io.reactivex:rxnetty,24,ReactiveX,RxNetty,11486396,4,1791,1100,16,246,172,0,1,0,2,1,0,4
5617,square/assertj-android,404399,Maven,com.squareup.assertj:assertj-android,11,square,assertj-android,10784470,1,2093,1637,16,246,43,0,0,0,0,0,0,5
5629,GraphChi/graphchi-java,404509,Maven,org.graphchi:graphchi-java_2.11,2,GraphChi,graphchi-java,4660274,0,1905,215,7,76,0,2,0,2,27,0,2,15
3808,recommenders/rival,382122,Maven,net.recommenders.rival:rival-core,2,recommenders,rival,6708399,1,1777,115,6,392,79,6,0,249,509,2,0,9
5651,opentable/otj-pg-embedded,404904,Maven,com.opentable.components:otj-pg-embedded,1,opentable,otj-pg-embedded,11763103,0,1497,247,12,293,35,0,168,64,0,2,0,21
6023,RestComm/mediaserver,409563,Maven,org.mobicents.media:core,1,RestComm,mediaserver,30843456,0,2246,56,13,1323,387,0,20,6,17,0,34,6
5658,GoogleCloudPlatform/appengine-gcs-client,404991,Maven,com.google.appengine.tools:appengine-gcs-client,4,GoogleCloudPlatform,appengine-gcs-client,12214358,1,1477,109,29,247,11,0,0,0,0,0,0,2
6477,RestComm/sip-servlets,414886,Maven,org.mobicents.servlet.sip:sip-servlets-core-api,5,RestComm,sip-servlets,30842989,0,2246,84,18,362,131,0,87,4,4,1,0,4
5684,jdereg/java-util,405283,Maven,com.cedarsoftware:java-util,7,jdereg,java-util,5421286,1,1860,205,2,445,8,0,0,932,688,2,0,1
5689,TomasMikula/UndoFX,405334,Maven,org.fxmisc.undo:undofx,2,TomasMikula,UndoFX,7828360,1,1709,42,2,81,11,234,3,746,3,12,1,26
5699,seratch/taskun,405509,Maven,com.github.seratch.taskun:taskun-servlet-extension,3,seratch,taskun,775006,0,2750,8,1,107,2,0,0,1752,0,0,2,2
5709,yandex-qatools/postgresql-embedded,405639,Maven,ru.yandex.qatools.embed:postgresql-embedded,4,yandex-qatools,postgresql-embedded,13844352,1,1419,350,20,234,41,0,0,0,0,0,0,3
5725,spring-projects/spring-data-commons,405789,Maven,org.springframework.data:spring-data-commons-core,12,spring-projects,spring-data-commons,4952333,3,2891,267,57,3576,0,0,0,0,0,0,2,5
5743,milaboratory/milib,406024,Maven,com.milaboratory:milib,1,milaboratory,milib,10357431,0,1576,8,4,784,30,154,33,1398,168,1,0,5
5744,bladecoder/bladecoder-adventure-engine,406026,Maven,com.bladecoder.engine:blade-engine,1,bladecoder,bladecoder-adventure-engine,9907729,0,1634,194,3,1435,12,12,0,114,0,0,0,1
5753,p6spy/p6spy,406093,Maven,p6spy:p6spy,6,p6spy,p6spy,2145132,2,2844,666,17,1469,219,0,353,0,0,0,0,2
5755,samtools/htsjdk,406096,Maven,org.seqdoop:htsjdk,1,samtools,htsjdk,9509918,1,1626,164,99,2781,224,27,210,56,22,4,3,6
5775,johnkil/Android-AppMsg,406340,Maven,com.github.johnkil.android-appmsg:appmsg,1,johnkil,Android-AppMsg,113856,0,2257,1036,2,49,7,0,0,428,0,1,7,2
7041,restx/restx,421909,Maven,io.restx:restx-core-annotation-processor,14,restx,restx,3556129,2,1988,404,10,1007,124,4,1486,4,1,3,1,2
5790,spotify/sparkey-java,406483,Maven,com.spotify.sparkey:sparkey,1,spotify,sparkey-java,5768630,1,1823,77,4,158,4,0,0,2,0,0,1,4
3330,revapi/revapi,376189,Maven,org.revapi:revapi,5,revapi,revapi,13522480,1,1429,67,4,1340,96,0,176,318,1,1,1,6
5814,fakemongo/fongo,406764,Maven,com.github.fakemongo:fongo,111,fakemongo,fongo,6248983,10,1801,424,37,783,152,0,0,0,0,2,0,2
5816,addthis/codec,406779,Maven,com.addthis:codec,1,addthis,codec,6961845,0,1760,2,10,284,0,0,0,67,1,0,1,1
5832,twitter/hpack,407013,Maven,com.twitter:hpack,7,twitter,hpack,7219113,3,1756,151,5,95,9,0,2,4,2,0,0,41
5836,airlift/command,407099,Maven,io.airlift:command,6,airlift,command,6170886,1,1806,13,3,7,0,0,0,0,498,0,0,1
5840,PSDev/LicensesDialog,407133,Maven,de.psdev.licensesdialog:licensesdialog,1,PSDev,LicensesDialog,3225160,0,2025,668,7,202,43,0,4,0,0,0,0,1
5846,codehaus-plexus/plexus-io,407181,Maven,org.codehaus.plexus:plexus-io,29,codehaus-plexus,plexus-io,15618612,3,1353,2,7,48,8,46,3,48,10,0,9,18
5852,sachin-handiekar/jInstagram,407281,Maven,com.sachinhandiekar:jInstagram,1,sachin-handiekar,jInstagram,53288,1,2658,379,11,326,101,0,0,0,0,1,0,2
5857,tokuhirom/mech2,407362,Maven,me.geso:mech2,4,tokuhirom,mech2,13041162,1,1441,4,2,59,4,137,0,224,118,0,2,1
5860,MutabilityDetector/MutabilityDetector,407386,Maven,org.mutabilitydetector:MutabilityDetector,5,MutabilityDetector,MutabilityDetector,1851342,0,2144,179,6,213,60,4,1,22,2,1,4,14
5869,igniterealtime/jbosh,407456,Maven,org.igniterealtime.jbosh:jbosh,1,igniterealtime,jbosh,8118229,1,1695,12,4,61,0,4,0,310,0,0,2,2
3133,rhq-project/rhq,373726,Maven,org.rhq:rhq-core-domain,25,rhq-project,rhq,8270239,2,1685,144,38,3006,0,158,579,217,664,2,3,3
5880,rtyley/animated-gif-lib-for-java,407569,Maven,com.madgag:animated-gif-lib,2,rtyley,animated-gif-lib-for-java,1684393,1,2440,60,1,25,1,0,0,1978,0,15,2,10
5888,zanata/jgettext,407605,Maven,org.fedorahosted.tennera:jgettext,6,zanata,jgettext,2767285,1,2073,14,4,66,1,73,0,422,18,0,36,2
5926,google/error-prone,408115,Maven,com.google.errorprone:error_prone_ant,2,google,error-prone,11537087,0,1512,3930,196,3766,563,0,0,0,0,0,0,3
5936,ios-driver/ios-driver,408221,Maven,org.uiautomation:ios-common,1,ios-driver,ios-driver,3280736,0,2074,309,36,1135,168,2,12,56,0,0,1,9
5940,damianszczepanik/maven-cucumber-reporting,408274,Maven,net.masterthought:maven-cucumber-reporting,1,damianszczepanik,maven-cucumber-reporting,23197611,0,2288,25,4,148,42,0,1,0,0,0,16,6
5948,webjars/webjars-locator,408402,Maven,org.webjars:webjars-locator,11,webjars,webjars-locator,1952369,2,2148,48,7,181,41,0,39,155,1,0,1,4
6005,jpelzer/pelzer-util,409406,Maven,com.pelzer.util:pelzer-util,2,jpelzer,pelzer-util,1597345,0,2275,2,4,68,8,0,0,826,247,0,0,1
2923,richfaces4/components,371429,Maven,org.richfaces.ui:richfaces-components-ui,2,richfaces4,components,3839724,1,2698,6,10,215,0,0,51,10,23,16,12,3
6019,kaitoy/pcap4j,409526,Maven,org.pcap4j:pcap4j-packetfactory-static,1,kaitoy,pcap4j,825254,0,2489,504,7,769,130,0,452,0,0,5,1,2
6022,infinispan/protostream,409562,Maven,org.infinispan.protostream:protostream,1,infinispan,protostream,4556622,0,1917,7,3,195,0,0,1154,1131,0,0,0,12
6034,yasserg/crawler4j,409722,Maven,edu.uci.ics:crawler4j,2,yasserg,crawler4j,90216,0,2476,3196,16,213,112,0,0,0,0,0,0,3
6035,goldmansachs/gs-collections,409736,Maven,com.goldmansachs:gs-collections-testutils,1,goldmansachs,gs-collections,23320,0,2484,1471,35,488,22,0,0,13,0,0,0,1
3191,richfaces4/core,374353,Maven,org.richfaces.core:richfaces-core-impl,3,richfaces4,core,4771602,2,2698,0,5,48,0,0,0,54,110,0,1,3
6038,netty/netty-build,409753,Maven,io.netty:netty-build,2,netty,netty-build,588876,1,2465,9,5,61,2,0,2,0,0,0,7,15
6045,joel-costigliola/assertj-guava,409795,Maven,org.assertj:assertj-guava,12,joel-costigliola,assertj-guava,3168803,0,2037,31,10,198,19,0,0,0,0,0,2,7
6060,EsotericSoftware/yamlbeans,410020,Maven,com.esotericsoftware.yamlbeans:yamlbeans,2,EsotericSoftware,yamlbeans,6264574,1,1800,336,15,117,37,0,0,0,0,0,0,5
6845,roboconf/roboconf-platform,419155,Maven,net.roboconf:roboconf-dm,2,roboconf,roboconf-platform,12298538,0,1676,28,4,514,588,645,644,860,135,1,1,4
6070,Graylog2/gelfclient,410183,Maven,org.graylog2:gelfclient,2,Graylog2,gelfclient,11312855,0,1588,17,5,236,19,0,170,1,0,0,0,3
6081,miniboxing/miniboxing-plugin,410249,Maven,org.scala-miniboxing.plugins:miniboxing-runtime_2.11,1,miniboxing,miniboxing-plugin,1441148,0,2359,108,6,1016,184,0,48,0,4,0,0,4
5212,RobotiumTech/robotium,399696,Maven,com.jayway.android.robotium:robotium-core,1,RobotiumTech,robotium,7201179,1,3227,1899,2,174,755,0,0,500,0,0,0,2
4107,sarxos/webcam-capture,385782,Maven,com.github.sarxos:webcam-capture,5,sarxos,webcam-capture,965190,1,2330,1264,8,546,425,0,140,0,0,1,1,2
4923,saucelabs/sauce-java,396120,Maven,com.selgp.opensauce:moladek-core,2,saucelabs,sauce-java,210280,1,2311,46,11,285,21,2,37,6,0,0,0,3
4823,sebastiangraf/jSCSI,394890,Maven,org.jscsi:commons,2,sebastiangraf,jSCSI,16456605,1,2506,15,2,71,2,0,0,534,0,4,1,2
6121,jnr/jnr-enxio,410727,Maven,com.github.jnr:jnr-enxio,2,jnr,jnr-enxio,661095,0,2797,16,3,65,6,0,0,809,0,26,10,2
6131,jhalterman/typetools,410869,Maven,net.jodah:typetools,16,jhalterman,typetools,210158,3,2909,319,4,220,20,0,182,14,0,5,0,5
4435,sebfz1/wicket-jquery-ui,390209,Maven,com.googlecode.wicket-jquery-ui:wicket-jquery-ui-core,4,sebfz1,wicket-jquery-ui,33635,1,2347,90,10,1887,231,0,392,798,1,0,0,4
7843,segmentio/analytics-android,963755,Maven,com.segment.analytics.android:analytics-core,17,segmentio,analytics-android,3642978,1,2018,231,27,2317,212,0,0,0,0,0,0,4
6141,JakeWharton/madge,411024,Maven,com.jakewharton.madge:madge,2,JakeWharton,madge,6716384,0,1771,370,2,53,8,0,210,472,26,2,0,7
2177,selendroid/selendroid,362643,Maven,io.selendroid:selendroid-client,4,selendroid,selendroid,5253288,1,2103,640,44,772,726,0,1,1,0,0,1,3
6161,eirslett/frontend-maven-plugin,411265,Maven,com.github.eirslett:frontend-maven-plugin,1,eirslett,frontend-maven-plugin,5641263,0,1868,2513,25,426,358,0,0,0,0,1,1,3
8096,shayhatsor/zookeeper,1033459,NuGet,ZooKeeperNetEx,7,shayhatsor,zookeeper,19605546,1,1230,142,6,303,25,0,0,0,3,6,1,1
6180,groupon/robo-remote,411546,Maven,com.groupon.roboremote:roboremoteclient,1,groupon,robo-remote,86794,0,2331,37,11,154,3,0,7,0,14,0,0,2
7780,shazam/fork,960299,Maven,com.shazam.fork:fork-common,2,shazam,fork,12828031,1,1451,284,14,296,70,0,475,2,2,0,0,2
971,shilad/wikibrain,347827,Maven,org.wikibrainapi:wikibrain-core,9,shilad,wikibrain,9382054,4,1955,59,26,1343,30,2,0,21,0,0,0,3
6195,jeevatkm/digitalocean-api-java,411757,Maven,com.myjeeva.digitalocean:digitalocean-api-client,1,jeevatkm,digitalocean-api-java,4503828,0,1923,141,7,278,59,0,0,0,0,0,3,4
6226,StripesFramework/stripes,412181,Maven,net.sourceforge.stripes:stripes,8,StripesFramework,stripes,3923737,1,1956,148,11,234,13,0,0,13,2,0,2,1
6227,EsotericSoftware/kryonet,412186,Maven,com.esotericsoftware:kryonet,1,EsotericSoftware,kryonet,6253478,0,1800,1305,3,127,90,0,829,0,0,0,0,7
8157,smooch/smooch-cordova,1066186,NPM,io-smooch-smcordovaplugin,1,smooch,smooch-cordova,28278070,0,1230,7,8,30,15,0,0,12,0,1,8,2
6247,jOOQ/jOOR,412397,Maven,org.jooq:joor,11,jOOQ,jOOR,311558,2,2478,1596,5,160,37,0,90,0,0,1,1,2
6264,joel-costigliola/assertj-joda-time,412621,Maven,org.assertj:assertj-joda-time,6,joel-costigliola,assertj-joda-time,3196593,1,2037,11,3,64,10,0,0,0,1,0,119,7
6265,coursera/metrics-datadog,412623,Maven,org.coursera:metrics-datadog,2,coursera,metrics-datadog,7588057,0,1694,143,11,159,23,0,0,0,0,2,3,2
6269,Moocar/logback-gelf,412673,Maven,me.moocar:logback-gelf,3,Moocar,logback-gelf,710944,0,2748,155,9,211,36,0,0,1,0,8,1,3
6270,mongobee/mongobee,412676,Maven,com.github.mongobee:mongobee,1,mongobee,mongobee,11134886,0,1538,212,8,120,25,0,0,18,0,30,0,3
6285,trustin/os-maven-plugin,412827,Maven,kr.motd.maven:os-maven-plugin,2,trustin,os-maven-plugin,9534306,1,1625,116,4,83,12,0,46,49,0,1,31,8
2028,SonarSource/sonarqube,360929,Maven,org.codehaus.sonar:sonar-ws-client,16,SonarSource,sonarqube,8804952,1,2835,2610,81,54925,0,0,47,1,0,1,1,5
6321,aerogear/aerogear-android-store,413217,Maven,org.jboss.aerogear:aerogear-android-store,2,aerogear,aerogear-android-store,11130945,1,1533,1,6,145,0,458,138,340,34,1,1,4
6327,calrissian/mango,413277,Maven,org.calrissian.mango:mango-core,1,calrissian,mango,3307276,0,2023,9,6,428,151,0,144,0,1,0,4,4
6341,jcabi/jcabi-matchers,413481,Maven,com.jcabi:jcabi-matchers,5,jcabi,jcabi-matchers,9418474,1,1628,13,6,142,18,0,0,187,6,0,4,6
4831,SonarSource/sonar-scanner-api,394966,Maven,org.codehaus.sonar.runner:sonar-runner-api,2,SonarSource,sonar-scanner-api,34531268,1,2227,27,8,136,0,0,426,56,56,1,2,3
3016,SonarSource/sslr,372573,Maven,org.codehaus.sonar.sslr:sslr-core,3,SonarSource,sslr,316904,1,2357,36,14,567,0,110,0,102,1,0,0,9
6385,jcodec/jcodec,414007,Maven,org.jcodec:jcodec,2,jcodec,jcodec,1017955,0,2202,656,7,1071,107,0,140,386,0,0,0,2
1396,sonatype/modello,353396,Maven,org.codehaus.modello:modello-core,12,sonatype,modello,558493,3,2898,8,6,126,10,1,0,236,2,0,0,2
6416,NessComputing/components-ness-core,414305,Maven,com.nesscomputing.components:ness-core,2,NessComputing,components-ness-core,267012,1,2373,2,8,61,0,480,0,40,0,0,0,2
6417,amplitude/Amplitude-Android,414306,Maven,com.amplitude:android-sdk,6,amplitude,Amplitude-Android,3337248,1,2226,97,12,691,54,0,754,40,0,0,1,3
6435,jcabi/jcabi-aspects,414492,Maven,com.jcabi:jcabi-aspects,17,jcabi,jcabi-aspects,5307191,4,1863,387,15,395,120,0,0,9,0,1,1,4
6440,tokuhirom/avans,414517,Maven,me.geso:avans,6,tokuhirom,avans,11520137,0,1512,52,5,628,17,18,1,225,618,0,0,16
6822,sonatype/sisu-bundle-launcher,418973,Maven,org.sonatype.sisu:sisu-file-tasks,1,sonatype,sisu-bundle-launcher,779067,1,2581,0,12,176,0,10,0,420,65,1,1,2
6450,mapzen/lost,414624,Maven,com.mapzen.android:lost,4,mapzen,lost,9092891,2,1651,235,13,813,91,346,126,14,0,1,0,3
2060,sosandstrom/mardao,361291,Maven,net.sf.mardao:mardao-core,9,sosandstrom,mardao,748655,1,2222,18,3,257,10,447,81,100,384,0,0,2
954,spring-projects/spring-ldap,347632,Maven,org.springframework.ldap:spring-ldap-core,36,spring-projects,spring-ldap,4952312,5,1926,162,18,295,39,0,0,2,0,7,0,5
6476,glyptodon/guacamole-client,414878,Maven,org.glyptodon.guacamole:guacamole-common,1,glyptodon,guacamole-client,3991395,0,1953,957,18,2803,0,0,0,1,2,0,0,3
6489,prismicio/java-kit,415062,Maven,io.prismic:java-kit,1,prismicio,java-kit,5570882,0,1878,15,11,204,20,0,0,237,0,3,7,4
1911,spring-projects/spring-social,359564,Maven,org.springframework.social:spring-social-web,5,spring-projects,spring-social,4952365,1,2781,219,9,241,31,0,0,368,0,30,27,4
1935,spring-projects/spring-ws,359810,Maven,org.springframework.ws:spring-ws-core,20,spring-projects,spring-ws,4952402,2,2079,170,21,261,0,0,0,0,0,0,2,3
6509,OpenHFT/Chronicle-Queue,415280,Maven,net.openhft:chronicle,2,OpenHFT,Chronicle-Queue,11779318,1,1957,1515,30,3951,274,0,0,87,1,0,0,3
6512,hmsonline/cassandra-triggers,415336,Maven,com.hmsonline:hms-cassandra-triggers,1,hmsonline,cassandra-triggers,171618,1,2438,51,5,131,0,78,23,137,61,0,2,2
6516,tim-group/java-statsd-client,415372,Maven,com.timgroup:java-statsd-client,9,tim-group,java-statsd-client,10932264,1,2317,226,3,45,8,0,0,0,0,544,0,2
6530,Gridstone/RxStore,415488,Maven,au.com.gridstone:grex,2,Gridstone,RxStore,25286793,0,1478,169,5,88,13,73,337,140,0,0,5,1
6532,jnr/jnr-constants,415500,Maven,com.github.jnr:jnr-constants,23,jnr,jnr-constants,297978,2,2807,6,4,84,8,0,0,687,0,2,0,2
1498,stackify/stackify-api-java,354439,Maven,com.stackify:stackify-api-common,5,stackify,stackify-api-java,13963520,1,1770,4,5,114,0,553,0,160,0,9,0,2
6545,robotframework/SwingLibrary,415577,Maven,org.robotframework:swinglibrary,1,robotframework,SwingLibrary,641631,0,2585,56,13,290,58,1,0,153,0,0,24,1
6552,square/wire,415694,Maven,com.squareup.wire:wire-runtime,3,square,wire,5118473,0,1877,2366,47,1844,158,0,9,1,0,0,0,3
7560,stagemonitor/stagemonitor,643745,Maven,org.stagemonitor:stagemonitor-core,6,stagemonitor,stagemonitor,8855674,2,1897,1360,16,1864,205,0,19,8,1,1,1,5
6595,MiniDNS/minidns,416265,Maven,de.measite.minidns:minidns,1,MiniDNS,minidns,76093840,1,1653,19,1,27,6,0,0,120,0,0,0,3
6046,stoicflame/enunciate,409796,Maven,org.codehaus.enunciate:enunciate-core,15,stoicflame,enunciate,74628,3,2716,404,10,1385,766,0,0,4,0,1,2,5
6612,darylteo/rxjava-promises,416407,Maven,com.darylteo:rxjava-promises-core,5,darylteo,rxjava-promises,3192541,0,2120,65,3,110,10,0,0,0,4,0,1,2
1462,stormpath/stormpath-sdk-java,354069,Maven,com.stormpath.sdk:stormpath-sdk-api,3,stormpath,stormpath-sdk-java,119024,1,2382,227,34,5260,603,2,152,164,1,1,3,6
6637,beders/Resty,416717,Maven,us.monoid.web:resty,5,beders,Resty,151412,0,2858,241,5,39,13,0,0,0,0,12,0,1
6644,elastic/elasticsearch-hadoop,416890,Maven,org.elasticsearch:elasticsearch-hadoop-mr,1,elastic,elasticsearch-hadoop,17293754,0,2040,994,80,1482,640,0,4,0,0,5,8,3
1666,swagger-api/swagger-core,356606,Maven,com.wordnik:swagger-core_2.9.1,12,swagger-api,swagger-core,61092913,1,2654,1252,23,872,234,0,0,1,0,0,8,7
6654,nispok/snackbar,417053,Maven,com.nispok:snackbar,1,nispok,snackbar,13071706,0,1515,1794,9,253,55,0,0,0,0,0,1,1
6731,jMetal/jMetal,418035,Maven,org.uma.jmetal:jmetal-core,1,jMetal,jMetal,10402463,0,1624,186,20,2063,76,4,0,4,5,1,0,6
4324,synhershko/HebMorph,388707,Maven,com.code972.hebmorph:hebmorph-core,2,synhershko,HebMorph,1274381,1,3078,52,2,321,18,418,234,1118,251,0,1,4
3162,takari/aether-connector-okhttp,374063,Maven,io.takari.aether:aether-connector-okhttp,2,takari,aether-connector-okhttp,13564233,0,1838,2,12,68,2,0,0,0,0,13,5,12
6746,h2database/h2database,418190,Maven,com.h2database:h2-mvstore,5,h2database,h2database,18626606,0,1281,1373,38,1944,442,0,0,1,0,0,1,4
5005,takari/io.takari.incrementalbuild,397176,Maven,io.takari:incrementalbuild,2,takari,io.takari.incrementalbuild,8818124,0,1717,9,12,255,6,3,3,8,0,6,0,11
6771,damianszczepanik/cucumber-reporting,418388,Maven,net.masterthought:cucumber-reporting,8,damianszczepanik,cucumber-reporting,18111265,1,2290,236,24,1019,229,0,0,0,0,0,0,4
6774,undera/cmdrunner,418422,Maven,kg.apc:cmdrunner,6,undera,cmdrunner,2751542,2,2063,5,2,17,1,273,0,566,490,0,2,1
6781,siom79/japicmp,418489,Maven,com.github.siom79.japicmp:japicmp,1,siom79,japicmp,5532031,0,1839,203,9,636,138,0,1,1,3,4,1,7
6877,takari/polyglot-maven,419621,Maven,io.tesla.polyglot:tesla-polyglot-scala,1,takari,polyglot-maven,19808856,0,2283,422,13,214,51,1,0,45,1,1,10,2
5006,teamed/qulice,397178,Maven,com.qulice:qulice-spi,6,teamed,qulice,9552932,1,1999,211,18,604,342,4,112,52,9,1,2,3
6838,timols/java-gitlab-api,419082,Maven,org.gitlab:java-gitlab-api,2,timols,java-gitlab-api,3782076,0,1972,260,62,278,83,0,0,0,0,8,2,2
5028,Tirasa/ConnId,397391,Maven,net.tirasa.connid:connector-framework-internal,6,Tirasa,ConnId,2389599,0,2113,31,9,248,0,410,0,1,1102,0,0,1
6855,lviggiano/owner,419310,Maven,org.aeonbits.owner:owner,5,lviggiano,owner,1889369,1,2119,622,10,1012,90,0,1240,1,0,1,1,2
6863,danielflower/multi-module-maven-release-plugin,419432,Maven,com.github.danielflower.mavenplugins:multi-module-release-maven-plugin,1,danielflower,multi-module-maven-release-plugin,15523058,0,1360,79,6,195,21,0,0,0,2,2,1,5
6883,treasure-data/td-client-java,419733,Maven,com.treasuredata:td-client,1,treasure-data,td-client-java,608960,0,2412,8,19,1170,9,162,181,286,56,1,0,2
906,TNG/JGiven,346979,Maven,com.tngtech.jgiven:jgiven-core,6,TNG,JGiven,9157775,2,1643,214,23,1258,226,0,24,0,7,0,0,2
6905,davidmoten/rxjava-jdbc,420061,Maven,com.github.davidmoten:rxjava-jdbc,1,davidmoten,rxjava-jdbc,7923049,0,1706,713,3,895,38,0,1,67,0,1,0,13
6912,lightblue-platform/lightblue-client,420166,Maven,com.redhat.lightblue.client:http,1,lightblue-platform,lightblue-client,11657780,1,1500,5,14,532,84,166,521,382,820,0,1,3
6948,hmsonline/cassandra-rest,420574,Maven,com.hmsonline:hms-cassandra-rest,1,hmsonline,cassandra-rest,183738,0,2409,26,3,21,0,30,0,0,74,0,1,1
6965,eSignLive/esl.sdk.java,420856,Maven,com.silanis.esl:esl-model,1,eSignLive,esl.sdk.java,41226063,0,1939,7,12,248,0,16,4,2,0,5,0,16
6970,Aconex/scrutineer,420900,Maven,com.aconex.scrutineer:scrutineer,1,Aconex,scrutineer,105990,0,2565,133,6,75,7,208,0,18,5,6,0,4
2510,togglz/togglz,366182,Maven,org.togglz:togglz-servlet,4,togglz,togglz,2993962,1,2485,447,44,471,110,0,0,0,1,2,2,6
6992,joelittlejohn/jsonschema2pojo,421160,Maven,org.jsonschema2pojo:jsonschema2pojo-core,4,joelittlejohn,jsonschema2pojo,2752178,0,1938,3878,36,857,534,0,0,0,0,0,1,2
7007,anotheria/moskito-control-agent,421384,Maven,org.moskito:moskito-control-agent,1,anotheria,moskito-control-agent,2402193,0,2080,6,3,51,0,50,0,408,0,0,0,2
7038,NessComputing/components-ness-jackson,421863,Maven,com.nesscomputing.components:ness-jackson,5,NessComputing,components-ness-jackson,7954,1,2348,3,5,76,5,449,0,0,0,0,0,2
7044,bazaarvoice/dropwizard-configurable-assets-bundle,421972,Maven,com.bazaarvoice.dropwizard:dropwizard-configurable-assets-bundle,1,bazaarvoice,dropwizard-configurable-assets-bundle,1379247,0,2178,66,8,69,12,0,447,111,0,0,0,2
7053,hibernate/hibernate-commons-annotations,422057,Maven,org.hibernate.common:hibernate-commons-annotations,22,hibernate,hibernate-commons-annotations,174959,2,2690,18,7,43,0,0,0,0,0,294,113,1
4875,tracee/tracee,395568,Maven,io.tracee:tracee-core,15,tracee,tracee,13464345,3,1784,39,9,245,36,0,280,1,28,0,1,2
7113,mixi-inc/Android-Device-Compatibility,422959,Maven,jp.mixi:AndroidDeviceCompatibility,1,mixi-inc,Android-Device-Compatibility,1874191,0,2123,182,8,63,1,0,0,2,1,0,1,2
7116,ical4j/ical4j,422983,Maven,org.mnode.ical4j:ical4j,14,ical4j,ical4j,5284784,2,1865,321,8,553,70,0,2,0,0,0,1,4
7147,pmlopes/yoke,423373,Maven,com.jetdrone:yoke,14,pmlopes,yoke,3449756,1,2003,146,6,882,115,0,0,0,0,1,1,3
7193,50onRed/mock-jedis,423860,Maven,com.fiftyonred:mock-jedis,2,50onRed,mock-jedis,739397,0,2284,63,2,85,8,0,35,404,0,1,0,2
7197,mybatis/migrations,423928,Maven,org.mybatis:mybatis-migrations,2,mybatis,migrations,2798628,0,2070,118,16,249,58,0,58,4,6,0,3,11
7201,opentable/otj-core,423979,Maven,com.opentable.components:otj-core,3,opentable,otj-core,12208082,1,1668,1,6,89,0,59,366,0,0,1,0,3
8,treelogic-swe/aws-mock,130005,NPM,aws-mock,1,treelogic-swe,aws-mock,4436603,0,1926,47,12,589,16,28,0,38,28,1,46,2
7213,betfair/cougar,424146,Maven,com.betfair.cougar:cougar-api,1,betfair,cougar,5352223,0,1813,25,9,425,57,0,38,5,360,0,4,32
7223,twotoasters/JazzyListView,424331,Maven,com.twotoasters.jazzylistview:library,1,twotoasters,JazzyListView,3469799,0,2005,809,4,87,20,0,0,33,0,1,1,2
7462,tunnelvisionlabs/antlr4cs,628013,NuGet,Antlr4,22,tunnelvisionlabs,antlr4cs,8255695,1,2060,225,6,212,110,0,0,0,0,0,0,2
388,twitter/chill,340265,Maven,com.twitter:chill_2.11,16,twitter,chill,1361208,4,2186,396,37,553,70,0,0,0,1,0,1,3
6676,twitter/elephant-bird,417359,Maven,com.twitter.elephantbird:elephant-bird-cascading2,6,twitter,elephant-bird,12823560,1,3123,1126,10,91,7,0,26,2,0,2,2,4
7478,twitter/hbc,636159,Maven,com.twitter:hbc-core,3,twitter,hbc,2916194,1,2073,620,8,172,62,0,8,47,0,0,0,3
7291,mkotsur/restito,424991,Maven,com.xebialabs.restito:restito,2,mkotsur,restito,1398811,0,2196,186,8,159,36,0,4,0,0,0,1,3
7587,typetools/checker-framework,647872,Maven,org.checkerframework:checker,5,typetools,checker-framework,22045790,1,1197,422,68,6848,571,43,67,26,8,1,1,5
7299,Unicon/cas-addons,425042,Maven,net.unicon.cas:cas-addons,1,Unicon,cas-addons,99452,0,2400,61,6,381,49,373,0,42,0,1,2,2
